"Qubit","T1 (us)","T2 (us)","Frequency (GHz)","Anharmonicity (GHz)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","Z-axis rotation (rz) error ","√x (sx) error ","Pauli-X error ","ECR error ","Gate time (ns)","Operational"
"0","431.1187241560522","476.00040507623095","4.655630042271127","-0.3110632460863657","0.00732421875","0.0107421875","0.00390625","1244.4444444444443","0.0003197892056846042","0","0.0003197892056846042","0.0003197892056846042","0_14:0.0056852059655861376;0_1:0.010096226273171971","0_14:561.7777777777777;0_1:561.7777777777777","true"
"1","326.5756016703124","57.51412668485366","4.534969168343355","-0.31302980539784336","0.01318359375","0.017578125","0.0087890625","1244.4444444444443","0.0008003735369402356","0","0.0008003735369402356","0.0008003735369402356","1_2:0.008907841683567952","1_2:561.7777777777777","true"
"2","286.14658925612963","147.55386117834595","4.680129959723466","-0.3092563684570482","0.01220703125","0.00634765625","0.01806640625","1244.4444444444443","0.00010499604353352734","0","0.00010499604353352734","0.00010499604353352734","2_3:0.008547865621562789","2_3:583.1111111111111","true"
"3","249.3405411570065","142.13468228326232","4.60664185795322","-0.25135835423971303","0.015625","0.02490234375","0.00634765625","1244.4444444444443","0.00038296987405278055","0","0.00038296987405278055","0.00038296987405278055","","","true"
"4","92.18575506367812","157.0588941362489","4.462283994882085","-0.25507850560311957","0.074951171875","0.07568359375","0.07421875","1244.4444444444443","0.000437233648958578","0","0.000437233648958578","0.000437233648958578","4_15:0.014283024293258006;4_3:0.01270093291061164","4_15:583.1111111111111;4_3:561.7777777777777","true"
"5","364.2596116847048","391.07084137305077","4.42668477983302","-0.2804432142711162","0.00732421875","0.005859375","0.0087890625","1244.4444444444443","0.00011641799393350113","0","0.00011641799393350113","0.00011641799393350113","5_4:0.008897767654274191","5_4:561.7777777777777","true"
"6","274.7100752922585","157.18289104809872","4.640087743537646","-0.3108103399516748","0.015869140625","0.01416015625","0.017578125","1244.4444444444443","0.00017614547962209527","0","0.00017614547962209527","0.00017614547962209527","6_5:0.008133463678371644","6_5:583.1111111111111","true"
"7","562.5370847962827","544.8042629527228","4.4757008828024984","-0.2813271220492828","0.0126953125","0.0205078125","0.0048828125","1244.4444444444443","0.0004112125946802109","0","0.0004112125946802109","0.0004112125946802109","7_6:0.01586337418159084;7_8:0.02303279680288678","7_6:561.7777777777777;7_8:561.7777777777777","true"
"8","378.6584612131785","271.516284514135","4.401860900554628","-0.25507427876459826","0.033203125","0.03369140625","0.03271484375","1244.4444444444443","0.00030646748956788254","0","0.00030646748956788254","0.00030646748956788254","8_9:0.028736425931246423","8_9:561.7777777777777","true"
"9","226.31093549026133","224.67710354828222","4.519008894193747","-0.29730654926594685","0.01904296875","0.0283203125","0.009765625","1244.4444444444443","0.0002079080320726552","0","0.0002079080320726552","0.0002079080320726552","","","true"
"10","301.9968056326156","114.74587881583327","4.628362994327209","","0.007080078125","0.005859375","0.00830078125","1244.4444444444443","0.0001429504777108398","0","0.0001429504777108398","0.0001429504777108398","10_9:0.009135803865506165;10_11:0.007057944863367194","10_9:583.1111111111111;10_11:561.7777777777777","true"
"11","367.5743823361838","250.58234704289464","4.5715159125770075","-0.31187801080194943","0.00390625","0.00537109375","0.00244140625","1244.4444444444443","0.00010989795947103638","0","0.00010989795947103638","0.00010989795947103638","11_12:0.0036623240081871122","11_12:583.1111111111111","true"
"12","363.18674284808475","284.8582467345711","4.4643227574167454","-0.3114335997689411","0.022705078125","0.02001953125","0.025390625","1244.4444444444443","0.00012191245995237506","0","0.00012191245995237506","0.00012191245995237506","","","true"
"13","376.4911282309672","89.49077137360781","4.573358554605656","","0.02197265625","0.01513671875","0.02880859375","1244.4444444444443","0.00011345804714443805","0","0.00011345804714443805","0.00011345804714443805","13_12:0.004936747763717886","13_12:561.7777777777777","true"
"14","279.4131749865537","307.2056295784224","4.6039884593156675","-0.3075149117337717","0.006103515625","0.005859375","0.00634765625","1244.4444444444443","0.00010968685265783651","0","0.00010968685265783651","0.00010968685265783651","14_18:0.004579188733388917","14_18:583.1111111111111","true"
"15","380.5148007759491","67.9007450310949","4.49602002470985","-0.3235838974181829","0.026123046875","0.0166015625","0.03564453125","1244.4444444444443","0.0011254289949068205","0","0.0011254289949068205","0.0011254289949068205","","","true"
"16","311.2149556273802","101.61887770816557","4.513224627760108","-0.31250997509736017","0.02197265625","0.01708984375","0.02685546875","1244.4444444444443","0.0001988580080835921","0","0.0001988580080835921","0.0001988580080835921","16_8:0.006648705326701643","16_8:583.1111111111111","true"
"17","394.6870699562391","70.64840984615084","4.675795555640955","-0.3222371456169295","0.09228515625","0.0849609375","0.099609375","1244.4444444444443","0.000826840514700863","0","0.000826840514700863","0.000826840514700863","17_12:0.014088903112728368;17_30:0.04709865463524632","17_12:561.7777777777777;17_30:561.7777777777777","true"
"18","271.50334514287925","46.03753224458787","4.514789323351447","-0.32147907217387134","0.004638671875","0.005859375","0.00341796875","1244.4444444444443","0.00016564310431004068","0","0.00016564310431004068","0.00016564310431004068","","","true"
"19","348.15594859473646","228.84489451005962","4.444138402789927","-0.3142519677447134","0.03564453125","0.0302734375","0.041015625","1244.4444444444443","0.00012068805020815794","0","0.00012068805020815794","0.00012068805020815794","19_18:0.008258877017480681","19_18:561.7777777777777","true"
"20","502.35725990930484","485.6609920591859","4.341285310502378","-0.31659680563840864","0.07373046875","0.08984375","0.0576171875","1244.4444444444443","0.0002478762857972091","0","0.0002478762857972091","0.0002478762857972091","20_19:0.00880642753558053","20_19:583.1111111111111","true"
"21","464.28073305256123","207.95095005884494","4.485167827178905","-0.3137510643214938","0.012939453125","0.00927734375","0.0166015625","1244.4444444444443","0.00014870288886896778","0","0.00014870288886896778","0.00014870288886896778","21_20:0.01282250939539381;21_22:0.008473690604626882","21_20:561.7777777777777;21_22:583.1111111111111","true"
"22","321.2017468951188","86.93888921271571","4.382944333424865","-0.3235699465364606","0.03076171875","0.03271484375","0.02880859375","1244.4444444444443","0.0003444516305181587","0","0.0003444516305181587","0.0003444516305181587","22_23:0.011627094760838563;22_15:0.02328287718901595","22_23:561.7777777777777;22_15:561.7777777777777","true"
"23","350.51285976811465","239.0178679182747","4.531768114914304","-0.34910557092715694","0.021240234375","0.0244140625","0.01806640625","1244.4444444444443","0.00013133373970464763","0","0.00013133373970464763","0.00013133373970464763","23_24:0.013285768259935216","23_24:561.7777777777777","true"
"24","258.5337674186244","66.89389138260108","4.6461760567106625","-0.3098937587669715","0.023193359375","0.01416015625","0.0322265625","1244.4444444444443","0.0003249449596018463","0","0.0003249449596018463","0.0003249449596018463","24_25:0.011197451324999275","24_25:561.7777777777777","true"
"25","178.10169897473847","217.3575606153073","4.702183269944722","-0.3104687819443247","0.009033203125","0.009765625","0.00830078125","1244.4444444444443","0.00014118792736892167","0","0.00014118792736892167","0.00014118792736892167","","","true"
"26","213.66103361705663","7.181225290527378","4.648811339747045","","0.01611328125","0.02099609375","0.01123046875","1244.4444444444443","0.0011734766245328333","0","0.0011734766245328333","0.0011734766245328333","26_16:0.03377425662860051;26_25:0.011551675596068678;26_27:0.046883010531647396","26_16:561.7777777777777;26_25:561.7777777777777;26_27:583.1111111111111","true"
"27","332.557869074629","14.858562839474763","4.609973449105548","-0.2878947957747321","0.046630859375","0.0419921875","0.05126953125","1244.4444444444443","0.0012252008638853154","0","0.0012252008638853154","0.0012252008638853154","","","true"
"28","175.7729766597862","11.59509443763907","4.516884344701807","-0.31512500613226163","0.014892578125","0.01220703125","0.017578125","1244.4444444444443","0.00024498615282361996","0","0.00024498615282361996","0.00024498615282361996","28_27:0.02200170974466842","28_27:561.7777777777777","true"
"29","255.8017052420161","205.22567928011705","4.460006899374737","-0.3164470706353105","0.021240234375","0.03076171875","0.01171875","1244.4444444444443","0.0005970136528087215","0","0.0005970136528087215","0.0005970136528087215","29_28:0.009140929129482944;29_30:0.05095042189692095","29_28:561.7777777777777;29_30:561.7777777777777","true"
"30","261.38301339728554","77.67916968508938","4.646366257788271","-0.2835614267270895","0.09619140625","0.08984375","0.1025390625","1244.4444444444443","0.0019182505814557193","0","0.0019182505814557193","0.0019182505814557193","","","true"
"31","338.5195954669518","149.60927895829292","4.6129956345842755","-0.3112675880038357","0.012451171875","0.01953125","0.00537109375","1244.4444444444443","0.0009131081942459692","0","0.0009131081942459692","0.0009131081942459692","31_30:0.03324008603064965;31_32:0.011858690090374546","31_30:561.7777777777777;31_32:561.7777777777777","true"
"32","279.55380137754463","115.12862967343307","4.499287985942548","-0.3128171150093984","0.016845703125","0.029296875","0.00439453125","1244.4444444444443","0.00012876978929885494","0","0.00012876978929885494","0.00012876978929885494","","","true"
"33","421.0456634953896","233.05986999248344","4.596927336607276","","0.003662109375","0.00390625","0.00341796875","1244.4444444444443","0.00012764884617637236","0","0.00012764884617637236","0.00012764884617637236","33_20:0.006973016286331846;33_39:0.015542893656256773","33_20:561.7777777777777;33_39:561.7777777777777","true"
