"Qubit","T1 (us)","T2 (us)","Readout assignment error ","Prob meas0 prep1 ","Prob meas1 prep0 ","Readout length (ns)","ID error ","RX error ","Z-axis rotation (rz) error ","√x (sx) error ","Pauli-X error ","CZ error ","RZZ error ","Gate time (ns)","Operational"
"31","124.56702520033939","71.501992273328","0.018900000000000028","0.0258","0.012","2584","0.00019782051735764595","0.00019782051735764595","0","0.00019782051735764595","0.00019782051735764595","31_30:0.002854523560491151;31_32:0.01017054739129003;31_18:0.014296045649475564","31_30:0.003012715539105426;31_32:0.002373275619950155;31_18:0.0030506497734424654","31_30:68;31_32:68;31_18:68","true"
"32","291.61128055029155","38.94935633043696","0.009399999999999964","0.0144","0.0044","2584","0.0003486219799094526","0.0003486219799094526","0","0.0003486219799094526","0.0003486219799094526","32_31:0.01017054739129003;32_33:0.0016619964318970726","32_31:0.002373275619950155;32_33:0.0025145882233348904","32_31:68;32_33:68","true"
"33","156.1123842870412","51.687756421612036","0.007299999999999973","0.0122","0.0024","2584","0.00018755342763050178","0.00018755342763050178","0","0.00018755342763050178","0.00018755342763050178","33_39:0.0024103009384370266;33_32:0.0016619964318970726;33_34:0.002275796023343102","33_39:0.0021134203805646956;33_32:0.0025145882233348904;33_34:0.002166267043107406","33_39:68;33_32:68;33_34:68","true"
"34","181.62887167273016","114.58501748199205","0.006099999999999994","0.0082","0.004","2584","0.0002182346802608534","0.0002182346802608534","0","0.0002182346802608534","0.0002182346802608534","34_33:0.002275796023343102;34_35:0.0024209027421364104","34_33:0.002166267043107406;34_35:1","34_33:68;34_35:68","true"
"35","425.63652010757636","312.33782713169603","0.006000000000000005","0.008","0.004","2584","0.00011520704288645193","0.00011520704288645193","0","0.00011520704288645193","0.00011520704288645193","35_19:0.002108536939520872;35_34:0.0024209027421364104","35_19:0.0019684028809656695;35_34:1","35_19:80;35_34:68","true"
"36","237.60916815775886","132.38362103176976","0.01629999999999998","0.0278","0.0048","2584","0.00017565912501786406","0.00017565912501786406","0","0.00017565912501786406","0.00017565912501786406","36_41:0.0036270112110762254;36_21:0.0028066007468670606","36_41:0.0024680703165002316;36_21:0.0032501420671514625","36_41:68;36_21:68","true"
"37","43.31132246762375","21.771636201164505","0.024700000000000055","0.0326","0.0168","2584","0.0005326486467662069","0.0005326486467662069","0","0.0005326486467662069","0.0005326486467662069","37_45:0.0045783162437957325;37_25:0.005992027626273433","37_45:0.004987553220458574;37_25:0.007022598186974427","37_45:68;37_25:68","true"
"38","121.00983570894782","52.01683557620415","0.010099999999999998","0.0186","0.0016","2584","0.000801916537930888","0.000801916537930888","0","0.000801916537930888","0.000801916537930888","38_29:0.0037305187341976354;38_49:0.0024592775145372836","38_29:0.004162547276604978;38_49:0.004148471896409822","38_29:68;38_49:68","true"
"39","128.31489459723954","43.65917817237555","0.011700000000000044","0.0188","0.0046","2584","0.00039207152874730936","0.00039207152874730936","0","0.00039207152874730936","0.00039207152874730936","39_53:0.00390912913480751;39_33:0.0024103009384370266","39_53:0.003152532048276757;39_33:0.0021134203805646956","39_53:68;39_33:68","true"
"40","211.65068382326592","95.20279493779309","0.016100000000000003","0.0242","0.008","2584","0.00023573556163426494","0.00023573556163426494","0","0.00023573556163426494","0.00023573556163426494","40_41:0.024299515242522995","40_41:0.0019674403332384793","40_41:68","true"
"41","152.89547620662228","38.62907240725368","0.007399999999999962","0.0112","0.0036","2584","0.00027006263788238033","0.00027006263788238033","0","0.00027006263788238033","0.00027006263788238033","41_40:0.024299515242522995;41_42:0.0025730004748554802;41_36:0.0036270112110762254","41_40:0.0019674403332384793;41_42:0.00239520365819465;41_36:0.0024680703165002316","41_40:68;41_42:68;41_36:68","true"
"42","182.0392790311087","106.74014747688435","0.011199999999999988","0.0114","0.011","2584","0.0002840941149364397","0.0002840941149364397","0","0.0002840941149364397","0.0002840941149364397","42_41:0.0025730004748554802;42_43:0.007406249395471409","42_41:0.00239520365819465;42_43:0.004262823974802599","42_41:68;42_43:68","true"
"43","171.5090269272023","88.23467272986099","0.01529999999999998","0.0208","0.0098","2584","0.00021838655136971263","0.00021838655136971263","0","0.00021838655136971263","0.00021838655136971263","43_42:0.007406249395471409;43_56:0.005041371910114112;43_44:0.007759372919547092","43_42:0.004262823974802599;43_56:0.00507116741547331;43_44:0.002472170614461283","43_42:68;43_56:68;43_44:68","true"
"44","175.46623623576085","139.20574342350884","0.005499999999999949","0.01","0.001","2584","0.00018315597846236495","0.00018315597846236495","0","0.00018315597846236495","0.00018315597846236495","44_45:0.003255187263288717;44_43:0.007759372919547092","44_45:0.004326823326332052;44_43:0.002472170614461283","44_45:68;44_43:68","true"
"45","179.93598701986278","91.34875791001635","0.007299999999999973","0.0106","0.004","2584","0.00032017037606543074","0.00032017037606543074","0","0.00032017037606543074","0.00032017037606543074","45_44:0.003255187263288717;45_46:0.002106979342401838;45_37:0.0045783162437957325","45_44:0.004326823326332052;45_46:0.004065859421552964;45_37:0.004987553220458574","45_44:68;45_46:68;45_37:68","true"
"46","277.2544109895111","116.77094852147961","0.011700000000000044","0.0154","0.008","2584","0.00025513739949440707","0.00025513739949440707","0","0.00025513739949440707","0.00025513739949440707","46_45:0.002106979342401838;46_47:0.026963622564268597","46_45:0.004065859421552964;46_47:0.002338431072135938","46_45:68;46_47:68","true"
"47","202.99526553481402","98.05156939877874","0.007000000000000006","0.0116","0.0024","2584","0.00017048260871549477","0.00017048260871549477","0","0.00017048260871549477","0.00017048260871549477","47_48:0.005907180169505866;47_57:0.007538568484723174;47_46:0.026963622564268597","47_48:0.0029920003579667065;47_57:0.0018907711583502906;47_46:0.002338431072135938","47_48:68;47_57:68;47_46:68","true"
"48","309.59263729480216","195.8890579061075","0.025599999999999956","0.027","0.0242","2584","0.00031779359096342026","0.00031779359096342026","0","0.00031779359096342026","0.00031779359096342026","48_47:0.005907180169505866;48_49:0.0035208277035933544","48_47:0.0029920003579667065;48_49:0.0037479418147734755","48_47:68;48_49:68","true"
"49","293.4592329057646","156.47312178128593","0.026499999999999968","0.039","0.014","2584","0.00026656957165407263","0.00026656957165407263","0","0.00026656957165407263","0.00026656957165407263","49_48:0.0035208277035933544;49_50:0.003067940024136573;49_38:0.0024592775145372836","49_48:0.0037479418147734755;49_50:0.002287886414202439;49_38:0.004148471896409822","49_48:68;49_50:68;49_38:68","true"
"50","125.4953192036783","87.19953815266796","0.13170000000000004","0.0952","0.1682","2584","0.0002580259910665525","0.0002580259910665525","0","0.0002580259910665525","0.0002580259910665525","50_49:0.003067940024136573;50_51:0.002787835446661502","50_49:0.002287886414202439;50_51:0.0021288680237918634","50_49:68;50_51:68","true"
"51","184.48279109061707","293.7728583065556","0.07609999999999995","0.099","0.0532","2584","0.0002464861282051568","0.0002464861282051568","0","0.0002464861282051568","0.0002464861282051568","51_50:0.002787835446661502;51_52:0.0025984541317906618;51_58:0.004436222691048486","51_50:0.0021288680237918634;51_52:0.0024130581517807226;51_58:0.0032128631695143572","51_50:68;51_52:68;51_58:68","true"
"52","200.63202471093257","198.72996579126846","0.008900000000000019","0.0138","0.004","2584","0.0002401277449674202","0.0002401277449674202","0","0.0002401277449674202","0.0002401277449674202","52_51:0.0025984541317906618;52_53:0.02572574038654235","52_51:0.0024130581517807226;52_53:0.0022583885947053406","52_51:68;52_53:68","true"
"53","290.5077040264547","378.58290368644214","0.008299999999999974","0.0154","0.0012","2584","0.0003442640823840765","0.0003442640823840765","0","0.0003442640823840765","0.0003442640823840765","53_39:0.00390912913480751;53_52:0.02572574038654235;53_54:0.002821580399945234","53_39:0.003152532048276757;53_52:0.0022583885947053406;53_54:0.0016854162336828737","53_39:68;53_52:68;53_54:68","true"
"54","223.09381800879046","312.3124524419886","0.026699999999999946","0.0216","0.0318","2584","0.00010655060734803317","0.00010655060734803317","0","0.00010655060734803317","0.00010655060734803317","54_53:0.002821580399945234;54_55:0.0029662418539200264","54_53:0.0016854162336828737;54_55:0.001378221055532286","54_53:68;54_55:68","true"
"55","263.32083856709426","80.44033069939718","0.0039000000000000146","0.0062","0.0016","2584","0.00014924627997131866","0.00014924627997131866","0","0.00014924627997131866","0.00014924627997131866","55_59:0.0027558914095905385;55_54:0.0029662418539200264","55_59:0.0026203147441307417;55_54:0.001378221055532286","55_59:68;55_54:68","true"
"56","208.22238323602423","88.85844540148048","0.012900000000000023","0.0228","0.003","2584","0.00025432628115837466","0.00025432628115837466","0","0.00025432628115837466","0.00025432628115837466","56_63:0.018250855236433827;56_43:0.005041371910114112","56_63:0.010339391418252436;56_43:0.00507116741547331","56_63:68;56_43:68","true"
"57","160.29521642183826","62.21647951408781","0.03200000000000003","0.0282","0.0358","2584","0.00026314244288921506","0.00026314244288921506","0","0.00026314244288921506","0.00026314244288921506","57_47:0.007538568484723174;57_67:0.007908764152133985","57_47:0.0018907711583502906;57_67:0.009402402439191548","57_47:68;57_67:68","true"
"58","252.6317033986957","355.1469178963338","0.15859999999999996","0.1674","0.1498","2584","0.0002721261168638498","0.0002721261168638498","0","0.0002721261168638498","0.0002721261168638498","58_71:0.0019465739273825666;58_51:0.004436222691048486","58_71:1;58_51:0.0032128631695143572","58_71:68;58_51:68","true"
"59","114.35435052330307","135.90116795705688","0.010099999999999998","0.0118","0.0084","2584","0.00027948634902314346","0.00027948634902314346","0","0.00027948634902314346","0.00027948634902314346","59_55:0.0027558914095905385;59_75:0.002753061644123228","59_55:0.0026203147441307417;59_75:1","59_55:68;59_75:68","true"
"60","155.0588445034739","161.681016552677","0.011499999999999955","0.0164","0.0066","2584","0.0002649672502580276","0.0002649672502580276","0","0.0002649672502580276","0.0002649672502580276","60_61:0.02196609514373926","60_61:1","60_61:80","true"
"61","288.0399711313359","263.910064907928","0.010700000000000043","0.0162","0.0052","2584","0.00015198058572117576","0.00015198058572117576","0","0.00015198058572117576","0.00015198058572117576","61_76:0.002545671073405892;61_60:0.02196609514373926;61_62:0.0026785446819371783","61_76:0.002748220922369482;61_60:1;61_62:0.0034184540432914967","61_76:68;61_60:80;61_62:68","true"
"62","116.04151568709743","74.90885366326597","0.012399999999999967","0.0234","0.0014","2584","0.0004050477080095821","0.0004050477080095821","0","0.0004050477080095821","0.0004050477080095821","62_61:0.0026785446819371783;62_63:0.00649040331609152","62_61:0.0034184540432914967;62_63:0.0032670908161101797","62_61:68;62_63:68","true"
"63","226.02306208743704","281.0294068952405","0.033399999999999985","0.0316","0.0352","2584","0.0002583976706068052","0.0002583976706068052","0","0.0002583976706068052","0.0002583976706068052","63_56:0.018250855236433827;63_62:0.00649040331609152;63_64:0.004032418736255039","63_56:0.010339391418252436;63_62:0.0032670908161101797;63_64:0.0024165976738518002","63_56:68;63_62:68;63_64:68","true"
"64","194.27392252908822","147.43976391022036","0.012700000000000045","0.0234","0.002","2584","0.0005312787819708338","0.0005312787819708338","0","0.0005312787819708338","0.0005312787819708338","64_65:0.004395081936395262;64_63:0.004032418736255039","64_65:0.0024618975996369974;64_63:0.0024165976738518002","64_65:68;64_63:68","true"
"65","272.1132223501552","97.1630709289007","0.010099999999999998","0.0158","0.0044","2584","0.00021890774440474925","0.00021890774440474925","0","0.00021890774440474925","0.00021890774440474925","65_64:0.004395081936395262;65_66:0.00430772899788745;65_77:0.005854178022758838","65_64:0.0024618975996369974;65_66:0.004805954640211135;65_77:0.00641264212590531","65_64:68;65_66:68;65_77:68","true"
"66","153.57613879009978","151.78863504871137","0.008399999999999963","0.0144","0.0024","2584","0.00019023570443559078","0.00019023570443559078","0","0.00019023570443559078","0.00019023570443559078","66_65:0.00430772899788745;66_67:0.004692984410431367","66_65:0.004805954640211135;66_67:0.005076822717581919","66_65:68;66_67:68","true"
"67","369.4112952910955","26.42294342839404","0.018199999999999994","0.0266","0.0098","2584","0.00021573826470652738","0.00021573826470652738","0","0.00021573826470652738","0.00021573826470652738","67_68:0.00609965802300666;67_57:0.007908764152133985;67_66:0.004692984410431367","67_68:0.003299561387582778;67_57:0.009402402439191548;67_66:0.005076822717581919","67_68:68;67_57:68;67_66:68","true"
"68","114.58712950917774","14.018440412977775","0.013299999999999979","0.0238","0.0028","2584","0.00018310706568992502","0.00018310706568992502","0","0.00018310706568992502","0.00018310706568992502","68_67:0.00609965802300666;68_69:0.00561648786407043","68_67:0.003299561387582778;68_69:0.0034086219429881603","68_67:68;68_69:68","true"
"69","151.5081747197606","17.634004094947382","0.011399999999999966","0.0164","0.0064","2584","0.00021193574205185321","0.00021193574205185321","0","0.00021193574205185321","0.00021193574205185321","69_78:0.010652190583593624;69_68:0.00561648786407043;69_70:0.012732437904742877","69_78:0.002526818890437349;69_68:0.0034086219429881603;69_70:0.0028467945173978326","69_78:68;69_68:68;69_70:80","true"
"70","108.49069127853517","24.799556531511197","0.09330000000000005","0.0714","0.1152","2584","0.00024939628286460596","0.00024939628286460596","0","0.00024939628286460596","0.00024939628286460596","70_69:0.012732437904742877;70_71:0.004162794398406389","70_69:0.0028467945173978326;70_71:0.010037160438763404","70_69:80;70_71:68","true"
"71","173.39291500463605","133.2050453065524","0.02969999999999995","0.0244","0.035","2584","0.0002960936479928946","0.0002960936479928946","0","0.0002960936479928946","0.0002960936479928946","71_72:0.013028046756772271;71_58:0.0019465739273825666;71_70:0.004162794398406389","71_72:0.0039623932675034446;71_58:1;71_70:0.010037160438763404","71_72:68;71_58:68;71_70:68","true"
"72","130.78494098252384","87.27306168814765","0.016000000000000014","0.019","0.013","2584","0.0007753065398101001","0.0007753065398101001","0","0.0007753065398101001","0.0007753065398101001","72_73:0.04601887955156564;72_71:0.013028046756772271","72_73:0.032733438448902974;72_71:0.0039623932675034446","72_73:68;72_71:68","true"
"73","191.3417003658528","197.74053545875114","0.04239999999999999","0.041","0.0438","2584","0.00019576928003300385","0.00019576928003300385","0","0.00019576928003300385","0.00019576928003300385","73_72:0.04601887955156564;73_74:0.002905062371639039;73_79:0.0029751490981191064","73_72:0.032733438448902974;73_74:0.003045914111155179;73_79:0.004222485772453405","73_72:68;73_74:68;73_79:68","true"
"74","147.7292292450854","13.069347269832065","0.007600000000000051","0.0138","0.0014","2584","0.0002010379972297244","0.0002010379972297244","0","0.0002010379972297244","0.0002010379972297244","74_73:0.002905062371639039;74_75:0.003229606789706685","74_73:0.003045914111155179;74_75:0.002288558084186848","74_73:68;74_75:68","true"
"75","294.1425858717453","272.3596549635891","0.008099999999999996","0.0132","0.003","2584","0.00032530497677900366","0.00032530497677900366","0","0.00032530497677900366","0.00032530497677900366","75_59:0.002753061644123228;75_74:0.003229606789706685","75_59:1;75_74:0.002288558084186848","75_59:68;75_74:68","true"
"76","147.096497134608","54.825616405774554","0.009299999999999975","0.015","0.0036","2584","0.00037269554352209325","0.00037269554352209325","0","0.00037269554352209325","0.00037269554352209325","76_81:0.0032085625726845923;76_61:0.002545671073405892","76_81:0.003139713606826494;76_61:0.002748220922369482","76_81:68;76_61:68","true"
"77","187.23143407273878","233.36075978184454","0.011800000000000033","0.0192","0.0044","2584","0.00027673673671265884","0.00027673673671265884","0","0.00027673673671265884","0.00027673673671265884","77_85:0.021699745317633856;77_65:0.005854178022758838","77_85:0.0030958605329539646;77_65:0.00641264212590531","77_85:68;77_65:68","true"
"78","148.27204127210427","56.73472094438233","0.015199999999999991","0.0166","0.0138","2584","0.0003622435237891286","0.0003622435237891286","0","0.0003622435237891286","0.0003622435237891286","78_69:0.010652190583593624;78_89:0.004747089254476866","78_69:0.002526818890437349;78_89:0.0031727564161975197","78_69:68;78_89:68","true"
"79","127.93934330900602","43.854052117845505","0.012399999999999967","0.0194","0.0054","2584","0.0001908142102583776","0.0001908142102583776","0","0.0001908142102583776","0.0001908142102583776","79_93:0.0030843271017143015;79_73:0.0029751490981191064","79_93:0.00235732452830828;79_73:0.004222485772453405","79_93:68;79_73:68","true"
"80","155.39115055631362","36.24128096574161","0.009099999999999997","0.0152","0.003","2584","0.00021518098900072667","0.00021518098900072667","0","0.00021518098900072667","0.00021518098900072667","80_81:0.0027745754341987894","80_81:1","80_81:68","true"
"81","205.8825013929359","143.1994943100921","0.018100000000000005","0.0192","0.017","2584","0.00021533362660931804","0.00021533362660931804","0","0.00021533362660931804","0.00021533362660931804","81_80:0.0027745754341987894;81_82:0.004017239878181977;81_76:0.0032085625726845923","81_80:1;81_82:0.009409753450198927;81_76:0.003139713606826494","81_80:68;81_82:68;81_76:68","true"
"82","57.36857581742068","23.147285716520507","0.4345703125","0.0751953125","0.7939453125","2584","0.0018985714311563616","0.0018985714311563616","0","0.0018985714311563616","0.0018985714311563616","82_81:0.004017239878181977;82_83:0.025844417136070857","82_81:0.009409753450198927;82_83:1","82_81:68;82_83:68","true"
"83","231.5382526541523","171.84254678846483","0.06869999999999998","0.0808","0.0566","2584","0.0001694777435978371","0.0001694777435978371","0","0.0001694777435978371","0.0001694777435978371","83_96:0.004205296760938199;83_82:0.025844417136070857;83_84:0.004167093009521727","83_96:0.0027929680812585345;83_82:1;83_84:0.004510759658627822","83_96:68;83_82:68;83_84:68","true"
"84","220.7766858571419","205.74021332523293","0.012800000000000034","0.023","0.0026","2584","0.00037883453252883514","0.00037883453252883514","0","0.00037883453252883514","0.00037883453252883514","84_83:0.004167093009521727;84_85:0.0057207285610699765","84_83:0.004510759658627822;84_85:0.004592179015498854","84_83:68;84_85:68","true"
"85","176.53289136358555","71.97846950894521","0.012800000000000034","0.0126","0.013","2584","0.00018643278289659423","0.00018643278289659423","0","0.00018643278289659423","0.00018643278289659423","85_77:0.021699745317633856;85_86:0.04001030187195748;85_84:0.0057207285610699765","85_77:0.0030958605329539646;85_86:0.003962213898873135;85_84:0.004592179015498854","85_77:68;85_86:68;85_84:68","true"
"86","271.33121611312106","79.68048326945585","0.0232","0.0234","0.023","2584","0.00023073319070782066","0.00023073319070782066","0","0.00023073319070782066","0.00023073319070782066","86_85:0.04001030187195748;86_87:0.00644987840619754","86_85:0.003962213898873135;86_87:0.005969766766595774","86_85:68;86_87:68","true"
